pos,variable,label,col_type,levels,value_labels,etiquetas,valores
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Salares y Volcanes de la Puna catamarqueña (Rg:Norte; AT:Q. Hum y Puna; AA:Puna; Pv:10),6020300210
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Pueblos Andino de Salta (Rg:Norte; AT:Q. Hum y Puna; AA:Puna; Pv:66),6020300366
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Pueblos Andino de Jujuy (Rg:Norte; AT:Q. Hum y Puna; AA:Puna; Pv:38),6020300438
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto Jujuy (Rg:Norte; AT:Q. Hum y Puna; AA:Puna; Pv:38),6020300538
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Catamarca (Rg:Norte; AT:Q. Hum y Puna; AA:Puna; Pv:10),6020300610
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Salta (Rg:Norte; AT:Valle de lerma; AA:Valle de lerma; Pv:66),6030100166
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto del Valle de Lerma (Rg:Norte; AT:Valle de lerma; AA:Valle de lerma; Pv:66),6030100266
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Valles Calchaquíes Norte (Rg:Norte; AT:Valles y sierras centrales; AA:Valles calchaquíes; Pv:66),6040100166
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Amaicha del Valle (Rg:Norte; AT:Valles y sierras centrales; AA:Valles calchaquíes; Pv:90),6040100290
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Santa María (Rg:Norte; AT:Valles y sierras centrales; AA:Valles calchaquíes; Pv:10),6040100310
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Valles Calchaquíes Sur catamarqueños (Rg:Norte; AT:Valles y sierras centrales; AA:Valles calchaquíes; Pv:10),6040100410
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Valles Calchaquíes Sur tucumanos (Rg:Norte; AT:Valles y sierras centrales; AA:Valles calchaquíes; Pv:90),6040100590
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,S.M. de Tucumán (Rg:Norte; AT:Valles y sierras centrales; AA:Yungas tucumanas; Pv:90),6040200190
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Alrededores de S. M. de Tucumán (Rg:Norte; AT:Valles y sierras centrales; AA:Yungas tucumanas; Pv:90),6040200290
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Yungas tucumanas (Rg:Norte; AT:Valles y sierras centrales; AA:Yungas tucumanas; Pv:90),6040200390
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Quebrada del Toro (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:66),6040300166
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Yungas de Salta (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:66),6040300266
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Yungas de Jujuy (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:38),6040300338
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Yungas del sur de Tucumán (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:90),6040300490
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Yungas del sur de Catamarca (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:10),6040300510
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Tucumán (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:90),6040300690
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Valle central de Catamarca (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:10),6040300710
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Catamarca (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:10),6040300810
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Sierras de Guayasan catamarqueñas (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:10),6040300910
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Sierras de Guayasan santiagueñas (Rg:Norte; AT:Valles y sierras centrales; AA:Resto; Pv:86),6040301086
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Termas de Río Hondo (Rg:Norte; AT:Norte oriental; AA:Termas de Río Hondo; Pv:86),6050100186
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Salta (Rg:Norte; AT:Norte oriental; AA:Resto del norte oriental; Pv:66),6050200166
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Catamarca (Rg:Norte; AT:Norte oriental; AA:Resto del norte oriental; Pv:10),6050200210
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Santiago del Estero y alrededores (Rg:Norte; AT:Norte oriental; AA:Resto del norte oriental; Pv:86),6050200386
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Salinas de Ambargasta (Rg:Norte; AT:Norte oriental; AA:Resto del norte oriental; Pv:86),6050200486
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Parque Nac. Copo (Rg:Norte; AT:Norte oriental; AA:Resto del norte oriental; Pv:86),6050200586
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Sgo. Del Estero (Rg:Norte; AT:Norte oriental; AA:Resto del norte oriental; Pv:86),6050200686
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Ciudad de Merlo (Rg:Cuyo; AT:Sierras del Noroeste de San Luis; AA:Valle de Conlara; Pv:74),7010100174
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto del Valle de Conlara (Rg:Cuyo; AT:Sierras del Noroeste de San Luis; AA:Valle de Conlara; Pv:74),7010100274
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Ciudad de San Luis (Rg:Cuyo; AT:Sierras del Noroeste de San Luis; AA:San Luis Ciudad y alrededores; Pv:74),7010200174
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Alrededores de San Luis (Rg:Cuyo; AT:Sierras del Noroeste de San Luis; AA:San Luis Ciudad y alrededores; Pv:74),7010200274
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Andes Sanjuaninos (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Andes cuyanos; Pv:70),7020100170
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Zona Aconcagua (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Andes cuyanos; Pv:50),7020100250
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Valle de Uco (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Andes cuyanos; Pv:50),7020100350
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Malargue (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Andes cuyanos; Pv:50),7020100450
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Ciudad de San Juan (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Gran San Juan y alrededores; Pv:70),7020200170
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Alrededores de San Juan (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Gran San Juan y alrededores; Pv:70),7020200270
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Ciudad de Mendoza (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Gran Mendoza y alrededores; Pv:50),7020300150
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Alrededores de  la Ciudad de Mendoza (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Gran Mendoza y alrededores; Pv:50),7020300250
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Tierras del este mendocinas (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Gran Mendoza y alrededores; Pv:50),7020300350
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Area San Rafael-Gral. Alvear (Rg:Cuyo; AT:Oeste cuyano/Ruta 40; AA:Area San Rafael-Gral. Alvear; Pv:50),7020400150
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Valle Fértil (Rg:Cuyo; AT:Resto de Cuyo; AA:Resto de Cuyo; Pv:70),7030100170
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de San Juan (Rg:Cuyo; AT:Resto de Cuyo; AA:Resto de Cuyo; Pv:70),7030100270
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Mendoza (Rg:Cuyo; AT:Resto de Cuyo; AA:Resto de Cuyo; Pv:50),7030100350
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Área Sur de San Luis (Rg:Cuyo; AT:Resto de Cuyo; AA:Resto de Cuyo; Pv:74),7030100474
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Noroeste de San Luis (Rg:Cuyo; AT:Resto de Cuyo; AA:Resto de Cuyo; Pv:74),7030100574
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Copahue - Caviahue (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Cordillera neuquina norte; Pv:58),8010100158
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto del Norte de Neuquén (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Cordillera neuquina norte; Pv:58),8010100258
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Zona San Martín de los Andes (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Lagos Neuquinos; Pv:58),8010200158
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Zona  Villa La Angostura (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Lagos Neuquinos; Pv:58),8010200258
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Lagos Neuquinos (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Lagos Neuquinos; Pv:58),8010200358
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Ciudad de Bariloche (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Bariloche y alrededores; Pv:62),8010300162
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Cordillera rionegrina (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Bariloche y alrededores; Pv:62),8010300262
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Esquel (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Lagos del norte chubutense; Pv:26),8010400126
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Zona PN los alerces y lago puelo (Rg:Patagonia; AT:Cordillera Patagonia Norte; AA:Lagos del norte chubutense; Pv:26),8010400226
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,El Calafate (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Área Glaciares; Pv:78),8020100178
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto del Área Glaceares (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Área Glaciares; Pv:78),8020100278
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Ushuahia (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Isla Grande Tierra del Fuego; Pv:94),8020200194
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Isla Grande Tierra del Fuego (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Isla Grande Tierra del Fuego; Pv:94,8020200294
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Corredor central patagonico oeste chubut (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Resto de Cordillera Patagonia Su,8020300126
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Corredor central patagonico oeste sta cruz (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Resto de Cordillera Patagonia,8020300278
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Sudoeste de Chubut (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Resto de Cordillera Patagonia Sur; Pv:26),8020300326
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Norte de Santa Cruz (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Resto de Cordillera Patagonia Sur; Pv:78),8020300478
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Sur de Santa Cruz (Rg:Patagonia; AT:Cordillera Patagonia Sur; AA:Resto de Cordillera Patagonia Sur; Pv:78),8020300578
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Las Grutas - San Antonio Oeste (Rg:Patagonia; AT:Costa Atlántica Patagonia Norte; AA:Las Grutas y alrededores; Pv:62),8030100162
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Península de Valdes (Rg:Patagonia; AT:Costa Atlántica Patagonia Norte; AA:Península de Valdes; Pv:26),8030200126
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Viedma (Rg:Patagonia; AT:Costa Atlántica Patagonia Norte; AA:Resto de Costa Atlántica Patagonia Norte; Pv:62),8030300162
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de costa rionegrina (Rg:Patagonia; AT:Costa Atlántica Patagonia Norte; AA:Resto de Costa Atlántica Patagonia Nor,8030300262
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Rawson-Trelew-Gaiman (Rg:Patagonia; AT:Costa Atlántica Patagonia Norte; AA:Resto de Costa Atlántica Patagonia Norte; P,8030300326
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de costa chubutense Norte (Rg:Patagonia; AT:Costa Atlántica Patagonia Norte; AA:Resto de Costa Atlántica Patagon,8030300426
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Comodoro Rivadavia (Rg:Patagonia; AT:Costa Atlántica Patagonia Sur; AA:Costa Atlántica Patagonia Sur; Pv:26),8040100126
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Río Gallegos (Rg:Patagonia; AT:Costa Atlántica Patagonia Sur; AA:Costa Atlántica Patagonia Sur; Pv:78),8040100278
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de costa santacruceña (Rg:Patagonia; AT:Costa Atlántica Patagonia Sur; AA:Costa Atlántica Patagonia Sur; Pv:78),8040100378
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Antártida e Islas del Atlántico Sur (Rg:Patagonia; AT:Costa Atlántica Patagonia Sur; AA:Costa Atlántica Patagonia Su,8040100494
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Islas de los Estados (Rg:Patagonia; AT:Costa Atlántica Patagonia Sur; AA:Costa Atlántica Patagonia Sur; Pv:94),8040100694
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Alto Valle del Río Negro  (Rg:Patagonia; AT:Centro Patagónico; AA:Alto Valle del Río Negro y Neuquén; Pv:62),8050100162
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Neuquén (Rg:Patagonia; AT:Centro Patagónico; AA:Alto Valle del Río Negro y Neuquén; Pv:58),8050100258
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Tierra de Cawell (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:42),8050200142
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Latidos del Caldenal (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:42),8050200242
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Caminos del sudeste pampeano (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:42),8050200342
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de La Pampa (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:42),8050200442
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Valle del Río Negro (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:62),8050200562
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Meseta del Somuncurá rionegrina (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:62),8050200662
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Meseta del Somuncurá chubutense (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:26),8050200726
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Río Negro (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:62),8050200862
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Neuquén (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:58),8050200958
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Resto de Chubut (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:26),8050201026
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Corredor central de la patagonia chubutense (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:26),8050201126
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Corredor central de la patagonia santa cruceño (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:78),8050201278
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Bosques petrificados (Rg:Patagonia; AT:Centro Patagónico; AA:Centro Patagónico; Pv:78),8050201378
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Oeste Riojano (Rg:Norte; AT:Prov. La Rioja; AA:Prov. La Rioja; Pv:46),9010100146
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Corredor de la producción (Rg:Norte; AT:Prov. La Rioja; AA:Prov. La Rioja; Pv:46),9010100246
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Corredor de la costa (Rg:Norte; AT:Prov. La Rioja; AA:Prov. La Rioja; Pv:46),9010100346
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,La Rioja y alrededores (Rg:Norte; AT:Prov. La Rioja; AA:Prov. La Rioja; Pv:46),9010100446
136,pfets_cmc,Eje PFETS - Apertura CMC,dbl+lbl,,,Zona de los llanos (Rg:Norte; AT:Prov. La Rioja; AA:Prov. La Rioja; Pv:46),9010100546
137,atractivo_natural,Tipo de atractivo natural,dbl+lbl,,,Costa Atlántica,1
137,atractivo_natural,Tipo de atractivo natural,dbl+lbl,,,Sierras y Montañas,2
137,atractivo_natural,Tipo de atractivo natural,dbl+lbl,,,Grandes Ríos,3
137,atractivo_natural,Tipo de atractivo natural,dbl+lbl,,,Resto,4
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Costa Atlantica Bonaerense,11
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Costa Atlántica Patagónica,12
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Sierras Bonaerenses,21
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Sierras Cordobesas,22
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Sierras y Montañas del Norte,23
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Sierras y Montañas de Cuyo,24
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Sierras y Montañas de la Patagonia Norte,25
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Sierras y Montañas de la Patagonia Sur,26
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Río Iguazú,31
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Río Paraná,32
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Río Uruguay,33
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Resto-Grandes Aglomerados,41
138,atractivo_natural_2,Tipo de atractivo natural,dbl+lbl,,,Resto,42
139,area_turistica,Área Turística,dbl+lbl,,, AMBA,150
139,area_turistica,Área Turística,dbl+lbl,,, Int.PBA/ Alrededores AMBA,310
139,area_turistica,Área Turística,dbl+lbl,,, Int.PBA/ Zona MDP,321
139,area_turistica,Área Turística,dbl+lbl,,, Int.PBA/ Otros Costa Atlántica,322
139,area_turistica,Área Turística,dbl+lbl,,, Int. PBA/ Otros destinos,330
139,area_turistica,Área Turística,dbl+lbl,,, Córdoba/ Sierras,410
139,area_turistica,Área Turística,dbl+lbl,,, Córdoba/ Otros destinos,420
139,area_turistica,Área Turística,dbl+lbl,,, Litoral/ Eje Río Uruguay ER,510
139,area_turistica,Área Turística,dbl+lbl,,, Litoral/ Eje Ríos Paraná-Paraguay-Iguazú,520
139,area_turistica,Área Turística,dbl+lbl,,, Litoral/ Otros destinos,530
139,area_turistica,Área Turística,dbl+lbl,,, Norte/ Valle de Lerma & Quebrada de H.,610
139,area_turistica,Área Turística,dbl+lbl,,, Norte/ Valles y Sierras Centrales,620
139,area_turistica,Área Turística,dbl+lbl,,, Norte/ Otros destinos,630
139,area_turistica,Área Turística,dbl+lbl,,, Cuyo/ Zona Oeste (Ruta 40),710
139,area_turistica,Área Turística,dbl+lbl,,, Cuyo/ Otros destinos,720
139,area_turistica,Área Turística,dbl+lbl,,, Patagonia/ Zona Cordillerana,810
139,area_turistica,Área Turística,dbl+lbl,,, Patagonia/ Otros destinos,820
140,fecha_incorporacion_codigo,NA,dbl,,,NA,NA
141,trimestre,Trimestre,dbl,,,NA,NA
142,anio,Año,dbl,,,NA,NA
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Enero,1
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Febrero,2
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Marzo,3
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Abril,4
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Mayo,5
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Junio,6
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Julio,7
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Agosto,8
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Septiembre,9
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Octubre,10
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Noviembre,11
143,mes_viaje,Mes del viaje en números,dbl+lbl,,,Diciembre,12
144,CtrlRegionDestino,Control a Región Destino,dbl,,,NA,NA
145,CoefGasto_2022.AGO,NA,dbl,,,NA,NA
146,GastoViajeTotal_perCapita_Pesos2022.AGO,gastoviajetotal_pc_ipc_ago22,dbl,,,NA,NA
